,Year,State,County,Corn Yield,COUNTY_STATE,Wheat Yield,Soybean Yield
297,2019,KANSAS,OTHER (COMBINED) COUNTIES,130.4,"OTHER (COMBINED) COUNTIES, KANSAS",,47.5
298,2019,KANSAS,OTHER (COMBINED) COUNTIES,130.4,"OTHER (COMBINED) COUNTIES, KANSAS",,49.8
299,2019,KANSAS,OTHER (COMBINED) COUNTIES,130.4,"OTHER (COMBINED) COUNTIES, KANSAS",,49.5
300,2019,KANSAS,OTHER (COMBINED) COUNTIES,130.4,"OTHER (COMBINED) COUNTIES, KANSAS",,44.1
301,2019,KANSAS,OTHER (COMBINED) COUNTIES,130.4,"OTHER (COMBINED) COUNTIES, KANSAS",,35.0
302,2019,KANSAS,OTHER (COMBINED) COUNTIES,130.4,"OTHER (COMBINED) COUNTIES, KANSAS",,57.8
303,2019,KANSAS,OTHER (COMBINED) COUNTIES,130.4,"OTHER (COMBINED) COUNTIES, KANSAS",,40.2
304,2019,KANSAS,OTHER (COMBINED) COUNTIES,157.7,"OTHER (COMBINED) COUNTIES, KANSAS",,34.9
305,2019,KANSAS,OTHER (COMBINED) COUNTIES,157.7,"OTHER (COMBINED) COUNTIES, KANSAS",,40.6
306,2019,KANSAS,OTHER (COMBINED) COUNTIES,157.7,"OTHER (COMBINED) COUNTIES, KANSAS",,47.5
307,2019,KANSAS,OTHER (COMBINED) COUNTIES,157.7,"OTHER (COMBINED) COUNTIES, KANSAS",,49.8
308,2019,KANSAS,OTHER (COMBINED) COUNTIES,157.7,"OTHER (COMBINED) COUNTIES, KANSAS",,49.5
309,2019,KANSAS,OTHER (COMBINED) COUNTIES,157.7,"OTHER (COMBINED) COUNTIES, KANSAS",,44.1
310,2019,KANSAS,OTHER (COMBINED) COUNTIES,157.7,"OTHER (COMBINED) COUNTIES, KANSAS",,35.0
311,2019,KANSAS,OTHER (COMBINED) COUNTIES,157.7,"OTHER (COMBINED) COUNTIES, KANSAS",,57.8
312,2019,KANSAS,OTHER (COMBINED) COUNTIES,157.7,"OTHER (COMBINED) COUNTIES, KANSAS",,40.2
313,2019,KANSAS,OTHER (COMBINED) COUNTIES,127.3,"OTHER (COMBINED) COUNTIES, KANSAS",,34.9
314,2019,KANSAS,OTHER (COMBINED) COUNTIES,127.3,"OTHER (COMBINED) COUNTIES, KANSAS",,40.6
315,2019,KANSAS,OTHER (COMBINED) COUNTIES,127.3,"OTHER (COMBINED) COUNTIES, KANSAS",,47.5
316,2019,KANSAS,OTHER (COMBINED) COUNTIES,127.3,"OTHER (COMBINED) COUNTIES, KANSAS",,49.8
317,2019,KANSAS,OTHER (COMBINED) COUNTIES,127.3,"OTHER (COMBINED) COUNTIES, KANSAS",,49.5
318,2019,KANSAS,OTHER (COMBINED) COUNTIES,127.3,"OTHER (COMBINED) COUNTIES, KANSAS",,44.1
319,2019,KANSAS,OTHER (COMBINED) COUNTIES,127.3,"OTHER (COMBINED) COUNTIES, KANSAS",,35.0
320,2019,KANSAS,OTHER (COMBINED) COUNTIES,127.3,"OTHER (COMBINED) COUNTIES, KANSAS",,57.8
321,2019,KANSAS,OTHER (COMBINED) COUNTIES,127.3,"OTHER (COMBINED) COUNTIES, KANSAS",,40.2
322,2019,KANSAS,OTHER (COMBINED) COUNTIES,148.7,"OTHER (COMBINED) COUNTIES, KANSAS",,34.9
323,2019,KANSAS,OTHER (COMBINED) COUNTIES,148.7,"OTHER (COMBINED) COUNTIES, KANSAS",,40.6
324,2019,KANSAS,OTHER (COMBINED) COUNTIES,148.7,"OTHER (COMBINED) COUNTIES, KANSAS",,47.5
325,2019,KANSAS,OTHER (COMBINED) COUNTIES,148.7,"OTHER (COMBINED) COUNTIES, KANSAS",,49.8
326,2019,KANSAS,OTHER (COMBINED) COUNTIES,148.7,"OTHER (COMBINED) COUNTIES, KANSAS",,49.5
327,2019,KANSAS,OTHER (COMBINED) COUNTIES,148.7,"OTHER (COMBINED) COUNTIES, KANSAS",,44.1
328,2019,KANSAS,OTHER (COMBINED) COUNTIES,148.7,"OTHER (COMBINED) COUNTIES, KANSAS",,35.0
329,2019,KANSAS,OTHER (COMBINED) COUNTIES,148.7,"OTHER (COMBINED) COUNTIES, KANSAS",,57.8
330,2019,KANSAS,OTHER (COMBINED) COUNTIES,148.7,"OTHER (COMBINED) COUNTIES, KANSAS",,40.2
331,2019,KANSAS,OTHER (COMBINED) COUNTIES,114.8,"OTHER (COMBINED) COUNTIES, KANSAS",,34.9
332,2019,KANSAS,OTHER (COMBINED) COUNTIES,114.8,"OTHER (COMBINED) COUNTIES, KANSAS",,40.6
333,2019,KANSAS,OTHER (COMBINED) COUNTIES,114.8,"OTHER (COMBINED) COUNTIES, KANSAS",,47.5
334,2019,KANSAS,OTHER (COMBINED) COUNTIES,114.8,"OTHER (COMBINED) COUNTIES, KANSAS",,49.8
335,2019,KANSAS,OTHER (COMBINED) COUNTIES,114.8,"OTHER (COMBINED) COUNTIES, KANSAS",,49.5
336,2019,KANSAS,OTHER (COMBINED) COUNTIES,114.8,"OTHER (COMBINED) COUNTIES, KANSAS",,44.1
337,2019,KANSAS,OTHER (COMBINED) COUNTIES,114.8,"OTHER (COMBINED) COUNTIES, KANSAS",,35.0
338,2019,KANSAS,OTHER (COMBINED) COUNTIES,114.8,"OTHER (COMBINED) COUNTIES, KANSAS",,57.8
339,2019,KANSAS,OTHER (COMBINED) COUNTIES,114.8,"OTHER (COMBINED) COUNTIES, KANSAS",,40.2
340,2019,KANSAS,OTHER (COMBINED) COUNTIES,169.6,"OTHER (COMBINED) COUNTIES, KANSAS",,34.9
341,2019,KANSAS,OTHER (COMBINED) COUNTIES,169.6,"OTHER (COMBINED) COUNTIES, KANSAS",,40.6
342,2019,KANSAS,OTHER (COMBINED) COUNTIES,169.6,"OTHER (COMBINED) COUNTIES, KANSAS",,47.5
343,2019,KANSAS,OTHER (COMBINED) COUNTIES,169.6,"OTHER (COMBINED) COUNTIES, KANSAS",,49.8
344,2019,KANSAS,OTHER (COMBINED) COUNTIES,169.6,"OTHER (COMBINED) COUNTIES, KANSAS",,49.5
345,2019,KANSAS,OTHER (COMBINED) COUNTIES,169.6,"OTHER (COMBINED) COUNTIES, KANSAS",,44.1
346,2019,KANSAS,OTHER (COMBINED) COUNTIES,169.6,"OTHER (COMBINED) COUNTIES, KANSAS",,35.0
347,2019,KANSAS,OTHER (COMBINED) COUNTIES,169.6,"OTHER (COMBINED) COUNTIES, KANSAS",,57.8
348,2019,KANSAS,OTHER (COMBINED) COUNTIES,169.6,"OTHER (COMBINED) COUNTIES, KANSAS",,40.2
349,2019,KANSAS,OTHER (COMBINED) COUNTIES,108.9,"OTHER (COMBINED) COUNTIES, KANSAS",,34.9
350,2019,KANSAS,OTHER (COMBINED) COUNTIES,108.9,"OTHER (COMBINED) COUNTIES, KANSAS",,40.6
351,2019,KANSAS,OTHER (COMBINED) COUNTIES,108.9,"OTHER (COMBINED) COUNTIES, KANSAS",,47.5
352,2019,KANSAS,OTHER (COMBINED) COUNTIES,108.9,"OTHER (COMBINED) COUNTIES, KANSAS",,49.8
353,2019,KANSAS,OTHER (COMBINED) COUNTIES,108.9,"OTHER (COMBINED) COUNTIES, KANSAS",,49.5
354,2019,KANSAS,OTHER (COMBINED) COUNTIES,108.9,"OTHER (COMBINED) COUNTIES, KANSAS",,44.1
355,2019,KANSAS,OTHER (COMBINED) COUNTIES,108.9,"OTHER (COMBINED) COUNTIES, KANSAS",,35.0
356,2019,KANSAS,OTHER (COMBINED) COUNTIES,108.9,"OTHER (COMBINED) COUNTIES, KANSAS",,57.8
357,2019,KANSAS,OTHER (COMBINED) COUNTIES,108.9,"OTHER (COMBINED) COUNTIES, KANSAS",,40.2
358,2019,KANSAS,ANDERSON,111.4,"ANDERSON, KANSAS",,34.2
359,2019,KANSAS,COFFEY,115.0,"COFFEY, KANSAS",,33.9
360,2019,KANSAS,DOUGLAS,124.2,"DOUGLAS, KANSAS",,41.0
361,2019,KANSAS,FRANKLIN,118.1,"FRANKLIN, KANSAS",,
362,2019,KANSAS,LYON,96.1,"LYON, KANSAS",,34.0
363,2019,KANSAS,MIAMI,130.5,"MIAMI, KANSAS",,43.3
364,2019,KANSAS,MORRIS,101.0,"MORRIS, KANSAS",,44.9
365,2019,KANSAS,OSAGE,115.6,"OSAGE, KANSAS",,41.0
366,2019,KANSAS,SHAWNEE,148.5,"SHAWNEE, KANSAS",,
367,2019,KANSAS,WABAUNSEE,112.3,"WABAUNSEE, KANSAS",,
368,2019,KANSAS,CLAY,144.2,"CLAY, KANSAS",,45.3
369,2019,KANSAS,JEWELL,143.5,"JEWELL, KANSAS",,49.4
370,2019,KANSAS,MITCHELL,132.5,"MITCHELL, KANSAS",,43.3
371,2019,KANSAS,ROOKS,82.7,"ROOKS, KANSAS",,
372,2019,KANSAS,SMITH,145.1,"SMITH, KANSAS",,
373,2019,KANSAS,BROWN,174.4,"BROWN, KANSAS",,56.5
374,2019,KANSAS,JACKSON,137.1,"JACKSON, KANSAS",,46.2
375,2019,KANSAS,JEFFERSON,144.8,"JEFFERSON, KANSAS",,49.2
376,2019,KANSAS,LEAVENWORTH,120.8,"LEAVENWORTH, KANSAS",,46.0
377,2019,KANSAS,MARSHALL,140.7,"MARSHALL, KANSAS",,48.0
378,2019,KANSAS,POTTAWATOMIE,147.6,"POTTAWATOMIE, KANSAS",,49.5
379,2019,KANSAS,RILEY,147.9,"RILEY, KANSAS",,46.1
380,2019,KANSAS,RAWLINS,123.1,"RAWLINS, KANSAS",,
381,2019,KANSAS,SHERMAN,131.9,"SHERMAN, KANSAS",,
382,2019,KANSAS,EDWARDS,160.5,"EDWARDS, KANSAS",,
383,2019,KANSAS,HARVEY,109.2,"HARVEY, KANSAS",,37.3
384,2019,KANSAS,KINGMAN,135.4,"KINGMAN, KANSAS",,26.7
385,2019,KANSAS,RENO,137.6,"RENO, KANSAS",,32.8
386,2019,KANSAS,SEDGWICK,123.1,"SEDGWICK, KANSAS",,36.3
387,2019,KANSAS,SUMNER,93.0,"SUMNER, KANSAS",,31.0
388,2019,KANSAS,CHAUTAUQUA,103.0,"CHAUTAUQUA, KANSAS",,40.3
389,2019,KANSAS,CHEROKEE,133.0,"CHEROKEE, KANSAS",,38.9
390,2019,KANSAS,COWLEY,102.9,"COWLEY, KANSAS",,37.5
391,2019,KANSAS,ELK,108.3,"ELK, KANSAS",,39.9
392,2019,KANSAS,MONTGOMERY,112.7,"MONTGOMERY, KANSAS",,35.6
393,2019,KANSAS,NEOSHO,110.4,"NEOSHO, KANSAS",,
394,2019,KANSAS,WILSON,120.6,"WILSON, KANSAS",,39.4
395,2019,KANSAS,CLARK,134.1,"CLARK, KANSAS",,
396,2019,KANSAS,FINNEY,155.9,"FINNEY, KANSAS",,56.2
397,2019,KANSAS,FORD,185.0,"FORD, KANSAS",,
398,2019,KANSAS,GRANT,135.0,"GRANT, KANSAS",,
399,2019,KANSAS,HAMILTON,98.3,"HAMILTON, KANSAS",,
400,2019,KANSAS,HASKELL,178.2,"HASKELL, KANSAS",,65.0
401,2019,KANSAS,MORTON,132.5,"MORTON, KANSAS",,
402,2019,KANSAS,STANTON,118.9,"STANTON, KANSAS",,
403,2019,KANSAS,GREELEY,98.0,"GREELEY, KANSAS",,
404,2019,KANSAS,NESS,84.8,"NESS, KANSAS",,
405,2019,KANSAS,SCOTT,106.4,"SCOTT, KANSAS",,
406,2019,KANSAS,WICHITA,123.6,"WICHITA, KANSAS",,
808,2018,KANSAS,ELLSWORTH,93.7,"ELLSWORTH, KANSAS",,48.1
809,2018,KANSAS,MARION,90.7,"MARION, KANSAS",,42.4
810,2018,KANSAS,MCPHERSON,129.4,"MCPHERSON, KANSAS",,45.5
811,2018,KANSAS,OTHER (COMBINED) COUNTIES,117.6,"OTHER (COMBINED) COUNTIES, KANSAS",,39.9
812,2018,KANSAS,OTHER (COMBINED) COUNTIES,117.6,"OTHER (COMBINED) COUNTIES, KANSAS",,38.5
813,2018,KANSAS,OTHER (COMBINED) COUNTIES,117.6,"OTHER (COMBINED) COUNTIES, KANSAS",,46.7
814,2018,KANSAS,OTHER (COMBINED) COUNTIES,117.6,"OTHER (COMBINED) COUNTIES, KANSAS",,37.8
815,2018,KANSAS,OTHER (COMBINED) COUNTIES,117.6,"OTHER (COMBINED) COUNTIES, KANSAS",,61.7
816,2018,KANSAS,OTHER (COMBINED) COUNTIES,117.6,"OTHER (COMBINED) COUNTIES, KANSAS",,44.9
817,2018,KANSAS,OTHER (COMBINED) COUNTIES,117.6,"OTHER (COMBINED) COUNTIES, KANSAS",,39.6
818,2018,KANSAS,OTHER (COMBINED) COUNTIES,117.6,"OTHER (COMBINED) COUNTIES, KANSAS",,61.0
819,2018,KANSAS,OTHER (COMBINED) COUNTIES,117.6,"OTHER (COMBINED) COUNTIES, KANSAS",,49.4
820,2018,KANSAS,OTHER (COMBINED) COUNTIES,101.5,"OTHER (COMBINED) COUNTIES, KANSAS",,39.9
821,2018,KANSAS,OTHER (COMBINED) COUNTIES,101.5,"OTHER (COMBINED) COUNTIES, KANSAS",,38.5
822,2018,KANSAS,OTHER (COMBINED) COUNTIES,101.5,"OTHER (COMBINED) COUNTIES, KANSAS",,46.7
823,2018,KANSAS,OTHER (COMBINED) COUNTIES,101.5,"OTHER (COMBINED) COUNTIES, KANSAS",,37.8
824,2018,KANSAS,OTHER (COMBINED) COUNTIES,101.5,"OTHER (COMBINED) COUNTIES, KANSAS",,61.7
825,2018,KANSAS,OTHER (COMBINED) COUNTIES,101.5,"OTHER (COMBINED) COUNTIES, KANSAS",,44.9
826,2018,KANSAS,OTHER (COMBINED) COUNTIES,101.5,"OTHER (COMBINED) COUNTIES, KANSAS",,39.6
827,2018,KANSAS,OTHER (COMBINED) COUNTIES,101.5,"OTHER (COMBINED) COUNTIES, KANSAS",,61.0
828,2018,KANSAS,OTHER (COMBINED) COUNTIES,101.5,"OTHER (COMBINED) COUNTIES, KANSAS",,49.4
829,2018,KANSAS,OTHER (COMBINED) COUNTIES,131.4,"OTHER (COMBINED) COUNTIES, KANSAS",,39.9
830,2018,KANSAS,OTHER (COMBINED) COUNTIES,131.4,"OTHER (COMBINED) COUNTIES, KANSAS",,38.5
831,2018,KANSAS,OTHER (COMBINED) COUNTIES,131.4,"OTHER (COMBINED) COUNTIES, KANSAS",,46.7
832,2018,KANSAS,OTHER (COMBINED) COUNTIES,131.4,"OTHER (COMBINED) COUNTIES, KANSAS",,37.8
833,2018,KANSAS,OTHER (COMBINED) COUNTIES,131.4,"OTHER (COMBINED) COUNTIES, KANSAS",,61.7
834,2018,KANSAS,OTHER (COMBINED) COUNTIES,131.4,"OTHER (COMBINED) COUNTIES, KANSAS",,44.9
835,2018,KANSAS,OTHER (COMBINED) COUNTIES,131.4,"OTHER (COMBINED) COUNTIES, KANSAS",,39.6
836,2018,KANSAS,OTHER (COMBINED) COUNTIES,131.4,"OTHER (COMBINED) COUNTIES, KANSAS",,61.0
837,2018,KANSAS,OTHER (COMBINED) COUNTIES,131.4,"OTHER (COMBINED) COUNTIES, KANSAS",,49.4
838,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.0,"OTHER (COMBINED) COUNTIES, KANSAS",,39.9
839,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.0,"OTHER (COMBINED) COUNTIES, KANSAS",,38.5
840,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.0,"OTHER (COMBINED) COUNTIES, KANSAS",,46.7
841,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.0,"OTHER (COMBINED) COUNTIES, KANSAS",,37.8
842,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.0,"OTHER (COMBINED) COUNTIES, KANSAS",,61.7
843,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.0,"OTHER (COMBINED) COUNTIES, KANSAS",,44.9
844,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.0,"OTHER (COMBINED) COUNTIES, KANSAS",,39.6
845,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.0,"OTHER (COMBINED) COUNTIES, KANSAS",,61.0
846,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.0,"OTHER (COMBINED) COUNTIES, KANSAS",,49.4
847,2018,KANSAS,OTHER (COMBINED) COUNTIES,124.8,"OTHER (COMBINED) COUNTIES, KANSAS",,39.9
848,2018,KANSAS,OTHER (COMBINED) COUNTIES,124.8,"OTHER (COMBINED) COUNTIES, KANSAS",,38.5
849,2018,KANSAS,OTHER (COMBINED) COUNTIES,124.8,"OTHER (COMBINED) COUNTIES, KANSAS",,46.7
850,2018,KANSAS,OTHER (COMBINED) COUNTIES,124.8,"OTHER (COMBINED) COUNTIES, KANSAS",,37.8
851,2018,KANSAS,OTHER (COMBINED) COUNTIES,124.8,"OTHER (COMBINED) COUNTIES, KANSAS",,61.7
852,2018,KANSAS,OTHER (COMBINED) COUNTIES,124.8,"OTHER (COMBINED) COUNTIES, KANSAS",,44.9
853,2018,KANSAS,OTHER (COMBINED) COUNTIES,124.8,"OTHER (COMBINED) COUNTIES, KANSAS",,39.6
854,2018,KANSAS,OTHER (COMBINED) COUNTIES,124.8,"OTHER (COMBINED) COUNTIES, KANSAS",,61.0
855,2018,KANSAS,OTHER (COMBINED) COUNTIES,124.8,"OTHER (COMBINED) COUNTIES, KANSAS",,49.4
856,2018,KANSAS,OTHER (COMBINED) COUNTIES,162.2,"OTHER (COMBINED) COUNTIES, KANSAS",,39.9
857,2018,KANSAS,OTHER (COMBINED) COUNTIES,162.2,"OTHER (COMBINED) COUNTIES, KANSAS",,38.5
858,2018,KANSAS,OTHER (COMBINED) COUNTIES,162.2,"OTHER (COMBINED) COUNTIES, KANSAS",,46.7
859,2018,KANSAS,OTHER (COMBINED) COUNTIES,162.2,"OTHER (COMBINED) COUNTIES, KANSAS",,37.8
860,2018,KANSAS,OTHER (COMBINED) COUNTIES,162.2,"OTHER (COMBINED) COUNTIES, KANSAS",,61.7
861,2018,KANSAS,OTHER (COMBINED) COUNTIES,162.2,"OTHER (COMBINED) COUNTIES, KANSAS",,44.9
862,2018,KANSAS,OTHER (COMBINED) COUNTIES,162.2,"OTHER (COMBINED) COUNTIES, KANSAS",,39.6
863,2018,KANSAS,OTHER (COMBINED) COUNTIES,162.2,"OTHER (COMBINED) COUNTIES, KANSAS",,61.0
864,2018,KANSAS,OTHER (COMBINED) COUNTIES,162.2,"OTHER (COMBINED) COUNTIES, KANSAS",,49.4
865,2018,KANSAS,OTHER (COMBINED) COUNTIES,105.7,"OTHER (COMBINED) COUNTIES, KANSAS",,39.9
866,2018,KANSAS,OTHER (COMBINED) COUNTIES,105.7,"OTHER (COMBINED) COUNTIES, KANSAS",,38.5
867,2018,KANSAS,OTHER (COMBINED) COUNTIES,105.7,"OTHER (COMBINED) COUNTIES, KANSAS",,46.7
868,2018,KANSAS,OTHER (COMBINED) COUNTIES,105.7,"OTHER (COMBINED) COUNTIES, KANSAS",,37.8
869,2018,KANSAS,OTHER (COMBINED) COUNTIES,105.7,"OTHER (COMBINED) COUNTIES, KANSAS",,61.7
870,2018,KANSAS,OTHER (COMBINED) COUNTIES,105.7,"OTHER (COMBINED) COUNTIES, KANSAS",,44.9
871,2018,KANSAS,OTHER (COMBINED) COUNTIES,105.7,"OTHER (COMBINED) COUNTIES, KANSAS",,39.6
872,2018,KANSAS,OTHER (COMBINED) COUNTIES,105.7,"OTHER (COMBINED) COUNTIES, KANSAS",,61.0
873,2018,KANSAS,OTHER (COMBINED) COUNTIES,105.7,"OTHER (COMBINED) COUNTIES, KANSAS",,49.4
874,2018,KANSAS,OTHER (COMBINED) COUNTIES,168.6,"OTHER (COMBINED) COUNTIES, KANSAS",,39.9
875,2018,KANSAS,OTHER (COMBINED) COUNTIES,168.6,"OTHER (COMBINED) COUNTIES, KANSAS",,38.5
876,2018,KANSAS,OTHER (COMBINED) COUNTIES,168.6,"OTHER (COMBINED) COUNTIES, KANSAS",,46.7
877,2018,KANSAS,OTHER (COMBINED) COUNTIES,168.6,"OTHER (COMBINED) COUNTIES, KANSAS",,37.8
878,2018,KANSAS,OTHER (COMBINED) COUNTIES,168.6,"OTHER (COMBINED) COUNTIES, KANSAS",,61.7
879,2018,KANSAS,OTHER (COMBINED) COUNTIES,168.6,"OTHER (COMBINED) COUNTIES, KANSAS",,44.9
880,2018,KANSAS,OTHER (COMBINED) COUNTIES,168.6,"OTHER (COMBINED) COUNTIES, KANSAS",,39.6
881,2018,KANSAS,OTHER (COMBINED) COUNTIES,168.6,"OTHER (COMBINED) COUNTIES, KANSAS",,61.0
882,2018,KANSAS,OTHER (COMBINED) COUNTIES,168.6,"OTHER (COMBINED) COUNTIES, KANSAS",,49.4
883,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.4,"OTHER (COMBINED) COUNTIES, KANSAS",,39.9
884,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.4,"OTHER (COMBINED) COUNTIES, KANSAS",,38.5
885,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.4,"OTHER (COMBINED) COUNTIES, KANSAS",,46.7
886,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.4,"OTHER (COMBINED) COUNTIES, KANSAS",,37.8
887,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.4,"OTHER (COMBINED) COUNTIES, KANSAS",,61.7
888,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.4,"OTHER (COMBINED) COUNTIES, KANSAS",,44.9
889,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.4,"OTHER (COMBINED) COUNTIES, KANSAS",,39.6
890,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.4,"OTHER (COMBINED) COUNTIES, KANSAS",,61.0
891,2018,KANSAS,OTHER (COMBINED) COUNTIES,109.4,"OTHER (COMBINED) COUNTIES, KANSAS",,49.4
892,2018,KANSAS,SALINE,90.8,"SALINE, KANSAS",,
893,2018,KANSAS,ANDERSON,121.6,"ANDERSON, KANSAS",,48.0
894,2018,KANSAS,COFFEY,116.4,"COFFEY, KANSAS",,38.7
895,2018,KANSAS,DOUGLAS,73.0,"DOUGLAS, KANSAS",,33.4
896,2018,KANSAS,FRANKLIN,75.9,"FRANKLIN, KANSAS",,43.4
897,2018,KANSAS,JOHNSON,68.2,"JOHNSON, KANSAS",,34.1
898,2018,KANSAS,LYON,85.7,"LYON, KANSAS",,
899,2018,KANSAS,MIAMI,110.2,"MIAMI, KANSAS",,42.2
900,2018,KANSAS,MORRIS,50.7,"MORRIS, KANSAS",,32.8
901,2018,KANSAS,OSAGE,66.1,"OSAGE, KANSAS",,35.5
902,2018,KANSAS,SHAWNEE,105.8,"SHAWNEE, KANSAS",,37.7
903,2018,KANSAS,WABAUNSEE,75.4,"WABAUNSEE, KANSAS",,31.0
904,2018,KANSAS,CLAY,132.2,"CLAY, KANSAS",,46.2
905,2018,KANSAS,MITCHELL,128.2,"MITCHELL, KANSAS",,43.0
906,2018,KANSAS,OTTAWA,134.9,"OTTAWA, KANSAS",,
907,2018,KANSAS,PHILLIPS,123.4,"PHILLIPS, KANSAS",,
908,2018,KANSAS,ROOKS,129.2,"ROOKS, KANSAS",,
909,2018,KANSAS,ATCHISON,142.3,"ATCHISON, KANSAS",,47.4
910,2018,KANSAS,BROWN,118.7,"BROWN, KANSAS",,48.6
911,2018,KANSAS,DONIPHAN,155.2,"DONIPHAN, KANSAS",,53.3
912,2018,KANSAS,JACKSON,103.6,"JACKSON, KANSAS",,39.7
913,2018,KANSAS,LEAVENWORTH,112.3,"LEAVENWORTH, KANSAS",,
914,2018,KANSAS,MARSHALL,117.8,"MARSHALL, KANSAS",,38.6
915,2018,KANSAS,NEMAHA,91.0,"NEMAHA, KANSAS",,41.5
916,2018,KANSAS,POTTAWATOMIE,111.7,"POTTAWATOMIE, KANSAS",,40.0
917,2018,KANSAS,CHEYENNE,135.4,"CHEYENNE, KANSAS",,
918,2018,KANSAS,SHERMAN,131.4,"SHERMAN, KANSAS",,
919,2018,KANSAS,BARBER,144.5,"BARBER, KANSAS",,
920,2018,KANSAS,HARPER,93.1,"HARPER, KANSAS",,29.4
921,2018,KANSAS,HARVEY,124.1,"HARVEY, KANSAS",,48.8
922,2018,KANSAS,KINGMAN,171.4,"KINGMAN, KANSAS",,46.0
923,2018,KANSAS,PRATT,187.6,"PRATT, KANSAS",,54.0
924,2018,KANSAS,SEDGWICK,128.1,"SEDGWICK, KANSAS",,43.5
925,2018,KANSAS,STAFFORD,157.0,"STAFFORD, KANSAS",,
926,2018,KANSAS,SUMNER,120.8,"SUMNER, KANSAS",,35.7
927,2018,KANSAS,ALLEN,116.4,"ALLEN, KANSAS",,
